"Season","Name","Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA","playerid"
"2005","Gustavo Chacin","Blue Jays","5.36","3.10","1.73","0.89","13.9%","8.0%","5.9%",".268","1.39",".296","75.3%","83","97","107","3.72","4.26","-0.54","4.65","4.75","2060"
"1977","Bob Owchinko","Padres","5.35","3.55","1.51","1.06","13.6%","9.0%","4.6%",".283","1.52",".308","71.7%","121","112","","4.45","4.26","0.19","","","1009914"
"1922","George Smith","Phillies","2.04","1.62","1.26","0.74","5.2%","4.1%","1.1%",".309","1.47",".313","62.2%","104","95","","4.78","4.26","0.52","","","1012144"
"2015","Mark Buehrle","Blue Jays","4.12","1.49","2.76","1.00","11.0%","4.0%","7.0%",".272","1.24",".285","69.0%","94","105","111","3.81","4.26","-0.46","4.46","4.71","225"
"1999","Sterling Hitchcock","Padres","8.49","3.33","2.55","1.27","21.8%","8.5%","13.2%",".249","1.35",".294","75.9%","97","96","","4.11","4.26","-0.15","","","824"
"1922","Bill Doak","Cardinals","3.64","3.44","1.06","0.60","9.1%","8.6%","0.5%",".305","1.61",".327","60.3%","138","108","","5.54","4.26","1.28","","","1003336"
"1935","Earl Whitehill","Senators","3.29","3.35","0.98","0.52","8.2%","8.4%","-0.2%",".282","1.51",".299","68.9%","100","100","","4.29","4.26","0.02","","","1013866"
"1884","Billy Serad","Bisons","4.38","3.24","1.35","0.61","","","",".300","1.57",".329","43.8%","138","125","","4.27","4.26","0.00","","","1011751"
"1922","Hugh McQuillan","- - -","2.23","3.52","0.63","0.39","5.6%","8.9%","-3.3%",".288","1.54",".299","69.6%","102","109","","4.06","4.26","-0.20","","","1008685"
"1925","Eddie Rommel","Athletics","2.31","3.28","0.71","0.34","5.8%","8.2%","-2.4%",".271","1.46",".282","69.7%","83","96","","3.69","4.26","-0.57","","","1011174"
"1930","Red Faber","White Sox","3.30","2.61","1.27","0.37","8.4%","6.6%","1.8%",".273","1.40",".292","60.7%","94","94","","4.21","4.26","-0.06","","","1003889"
"1997","James Baldwin","White Sox","6.30","3.74","1.69","0.86","15.9%","9.4%","6.5%",".259","1.44",".294","61.9%","119","96","","5.27","4.26","1.00","","","1064"
"1922","Eddie Rommel","Athletics","1.65","1.93","0.86","0.64","4.5%","5.2%","-0.8%",".259","1.21",".258","70.4%","80","103","","3.28","4.26","-0.99","","","1011174"
"2004","Derek Lowe","Red Sox","5.17","3.50","1.48","0.74","12.5%","8.5%","4.1%",".295","1.61",".327","58.5%","115","97","93","5.42","4.26","1.16","4.20","4.24","199"
"2007","Mark Buehrle","White Sox","5.15","2.01","2.56","0.99","13.8%","5.4%","8.4%",".265","1.26",".287","75.7%","78","92","99","3.63","4.26","-0.64","4.41","4.59","225"
"2016","Chad Bettis","Rockies","6.68","2.85","2.34","1.06","17.0%","7.3%","9.7%",".273","1.41",".310","68.1%","99","97","100","4.79","4.26","0.53","4.14","4.39","10587"
"1929","Bill Walker","Giants","3.29","2.89","1.14","0.56","8.5%","7.4%","1.0%",".266","1.38",".281","76.2%","67","96","","3.09","4.27","-1.18","","","1013508"
"1984","Frank Tanana","Rangers","5.15","2.96","1.74","1.10","13.4%","7.7%","5.7%",".242","1.28",".256","73.1%","82","108","","3.25","4.27","-1.01","","","1012818"
"1936","Frank Gabler","Giants","2.56","1.89","1.35","0.61","6.9%","5.1%","1.8%",".269","1.26",".277","75.7%","79","103","","3.12","4.27","-1.15","","","1004414"
"2003","Odalis Perez","Dodgers","6.85","2.23","3.07","1.36","18.3%","6.0%","12.3%",".264","1.28",".294","70.7%","112","99","79","4.52","4.27","0.25","3.42","3.59","668"
"2016","Hisashi Iwakuma","Mariners","6.65","2.08","3.20","1.27","17.6%","5.5%","12.1%",".278","1.33",".311","75.7%","103","102","104","4.12","4.27","-0.15","4.41","4.43","13048"
"1962","Barry Latman","Indians","5.87","3.61","1.63","1.15","15.1%","9.3%","5.8%",".257","1.40",".280","71.5%","106","106","","4.17","4.27","-0.10","","","1007377"
"1948","Bob Chesnes","Pirates","3.20","4.17","0.77","0.60","8.3%","10.9%","-2.5%",".245","1.39",".256","71.2%","87","102","","3.57","4.27","-0.70","","","1002180"
"1956","Art Ditmar","Athletics","4.46","3.82","1.17","1.06","11.4%","9.8%","1.6%",".258","1.42",".270","69.7%","103","102","","4.42","4.27","0.16","","","1003328"
"1934","Alvin Crowder","- - -","3.71","3.12","1.19","0.65","8.9%","7.5%","1.4%",".309","1.68",".330","59.8%","131","98","","5.75","4.27","1.49","","","1002820"
"1958","Vinegar Bend Mizell","Cardinals","3.80","4.32","0.88","0.81","9.8%","11.1%","-1.3%",".245","1.42",".256","76.9%","84","105","","3.42","4.27","-0.85","","","1009015"
"1962","Ray Washburn","Cardinals","5.58","2.97","1.88","1.28","14.4%","7.7%","6.7%",".268","1.39",".288","74.2%","96","103","","4.10","4.27","-0.17","","","1013652"
"1950","Howie Fox","Reds","3.08","4.09","0.75","0.67","7.8%","10.3%","-2.6%",".267","1.50",".277","70.6%","103","99","","4.33","4.27","0.06","","","1004278"
"2006","Randy Johnson","Yankees","7.55","2.63","2.87","1.23","20.0%","7.0%","13.0%",".246","1.24",".281","61.8%","110","95","94","5.00","4.27","0.74","4.26","4.09","60"
"1986","Kevin Gross","Phillies","5.74","3.50","1.64","1.04","14.8%","9.0%","5.8%",".256","1.38",".280","75.0%","105","114","","4.02","4.27","-0.25","","","1005088"
"2019","Masahiro Tanaka","Yankees","7.37","1.98","3.73","1.38","19.6%","5.3%","14.4%",".259","1.24",".293","70.4%","97","91","94","4.45","4.27","0.18","4.29","4.46","15764"
"1979","Mike Torrez","Red Sox","4.46","4.32","1.03","0.71","11.3%","10.9%","0.4%",".258","1.49",".279","67.1%","99","99","","4.49","4.27","0.22","","","1013134"
"2018","Tanner Roark","Nationals","7.29","2.50","2.92","1.20","19.2%","6.6%","12.6%",".259","1.28",".296","72.8%","106","103","109","4.34","4.27","0.07","4.42","4.39","8753"
"2005","Victor Zambrano","Mets","6.06","4.17","1.45","0.65","15.0%","10.3%","4.7%",".259","1.48",".297","72.2%","101","102","109","4.17","4.27","-0.10","4.63","4.63","1237"
"1887","Billy Crowell","Blues","1.66","3.19","0.52","0.21","","","",".330","1.74",".341","50.8%","114","108","","4.88","4.27","0.61","","","1002823"
"1976","Jim Hughes","Twins","4.42","3.71","1.19","0.86","11.3%","9.5%","1.8%",".276","1.49",".296","63.9%","141","120","","4.98","4.27","0.71","","","1006157"
"2011","Josh Tomlin","Indians","4.84","1.14","4.24","1.31","13.4%","3.2%","10.3%",".246","1.08",".253","68.5%","108","107","100","4.25","4.27","-0.03","4.03","4.22","9388"
"1962","Glen Hobbie","Cubs","4.83","3.44","1.40","1.06","11.9%","8.5%","3.4%",".296","1.60",".319","63.9%","128","107","","5.22","4.27","0.95","","","1005868"
"2010","Ted Lilly","- - -","7.71","2.04","3.77","1.49","21.2%","5.6%","15.5%",".224","1.08",".247","77.4%","90","107","99","3.62","4.27","-0.65","3.95","3.81","833"
"1973","Doyle Alexander","Orioles","3.25","2.68","1.21","0.98","8.7%","7.2%","1.5%",".253","1.27",".256","71.0%","105","116","","3.86","4.27","-0.41","","","1000122"
"1959","Vinegar Bend Mizell","Cardinals","4.83","3.98","1.21","0.94","12.1%","10.0%","2.1%",".247","1.42",".264","71.7%","101","104","","4.20","4.27","-0.07","","","1009015"
"2004","Jeremy Bonderman","Tigers","8.22","3.57","2.30","1.17","21.2%","9.2%","12.0%",".237","1.31",".278","69.0%","109","96","87","4.89","4.27","0.62","3.92","4.00","1667"
"1932","George Blaeholder","Browns","2.79","2.65","1.05","0.66","7.0%","6.7%","0.4%",".286","1.47",".296","61.7%","99","92","","4.70","4.27","0.43","","","1001025"
"1956","Don Larsen","Yankees","5.36","4.81","1.11","0.95","14.1%","12.7%","1.5%",".203","1.27",".215","78.3%","81","110","","3.26","4.27","-1.02","","","1007359"
"1983","Ed Lynch","Mets","2.27","2.11","1.07","0.88","5.9%","5.5%","0.4%",".295","1.43",".297","69.2%","119","118","","4.28","4.27","0.00","","","1007862"
"1893","Amos Rusie","Giants","3.88","4.07","0.95","0.28","","","",".249","1.39",".275","63.1%","71","94","","3.23","4.27","-1.04","","","1011308"
"1890","Lee Viau","- - -","3.24","3.70","0.88","0.55","","","",".263","1.42",".277","55.3%","109","115","","3.88","4.27","-0.39","","","1013420"
"2001","Joe Mays","Twins","4.74","2.47","1.92","0.96","12.9%","6.7%","6.2%",".231","1.15",".243","78.2%","69","98","","3.16","4.27","-1.11","","","740"
"2004","Adam Eaton","Padres","6.91","2.35","2.94","1.26","18.0%","6.1%","11.9%",".260","1.28",".291","67.5%","116","101","98","4.61","4.27","0.33","4.33","4.22","1029"
"1948","Ned Garver","Browns","3.41","4.32","0.79","0.64","8.8%","11.2%","-2.4%",".266","1.49",".281","73.8%","76","97","","3.41","4.27","-0.86","","","1004556"
"1987","Jack Morris","Tigers","7.04","3.15","2.24","1.32","18.9%","8.5%","10.5%",".225","1.20",".247","78.8%","77","94","","3.38","4.27","-0.89","","","1009211"
"1961","Frank Baumann","White Sox","3.60","2.83","1.27","1.06","8.7%","6.9%","1.9%",".312","1.64",".323","65.2%","143","107","","5.61","4.27","1.34","","","1000683"
"2019","Miles Mikolas","Cardinals","7.04","1.57","4.50","1.32","18.9%","4.2%","14.7%",".268","1.22",".302","73.8%","98","99","94","4.16","4.27","-0.12","4.18","4.39","9803"
"1994","Melido Perez","Yankees","6.48","3.45","1.88","0.95","17.3%","9.2%","8.1%",".235","1.27",".265","70.1%","87","90","","4.10","4.27","-0.17","","","1010183"
"1977","Mike Torrez","- - -","3.77","3.18","1.19","0.85","10.0%","8.4%","1.6%",".252","1.32",".263","72.7%","99","106","","3.88","4.28","-0.39","","","1013134"
"1990","Scott Garrelts","Giants","3.96","3.46","1.14","0.79","10.2%","8.9%","1.3%",".266","1.43",".282","71.5%","113","114","","4.15","4.28","-0.12","","","1004546"
"1928","Guy Bush","Cubs","2.69","3.79","0.71","0.44","6.8%","9.6%","-2.8%",".284","1.54",".298","70.6%","96","104","","3.83","4.28","-0.44","","","1001752"
"2003","Randy Wolf","Phillies","7.97","3.51","2.27","1.22","20.8%","9.2%","11.7%",".230","1.27",".265","71.6%","101","101","94","4.23","4.28","-0.05","4.10","4.07","976"
"1987","Dave Stieb","Blue Jays","5.59","4.23","1.32","0.78","14.6%","11.0%","3.6%",".236","1.36",".262","70.5%","91","96","","4.09","4.28","-0.19","","","1012532"
"1963","Carl Willey","Mets","4.97","3.39","1.46","1.18","13.4%","9.1%","4.2%",".218","1.19",".224","78.6%","91","126","","3.10","4.28","-1.18","","","1013965"
"1957","Russ Kemmerer","- - -","4.19","3.73","1.12","1.02","10.3%","9.2%","1.1%",".304","1.66",".322","68.4%","130","111","","4.95","4.28","0.67","","","1006824"
"1937","Fred Frankhouse","Dodgers","3.21","3.91","0.82","0.40","7.8%","9.5%","-1.7%",".290","1.63",".310","67.4%","108","106","","4.27","4.28","-0.01","","","1004297"
"1999","Eric Milton","Twins","7.11","2.75","2.59","1.22","19.0%","7.3%","11.7%",".240","1.23",".270","66.9%","90","91","","4.49","4.28","0.22","","","743"
"1948","Fred Sanford","Browns","3.13","3.61","0.87","0.75","7.9%","9.1%","-1.2%",".277","1.50",".287","69.5%","103","97","","4.64","4.28","0.36","","","1011430"
"1956","Roger Craig","Dodgers","4.93","3.93","1.25","1.13","13.0%","10.4%","2.6%",".226","1.29",".234","75.6%","95","106","","3.71","4.28","-0.57","","","1002723"
"1980","Dan Schatzeder","Tigers","4.39","2.71","1.62","1.07","11.8%","7.3%","4.5%",".243","1.22",".252","73.0%","97","101","","4.02","4.28","-0.26","","","1011527"
"1962","Ed Rakow","Athletics","6.08","3.75","1.62","1.19","15.8%","9.7%","6.1%",".256","1.40",".281","71.6%","102","100","","4.25","4.28","-0.03","","","1010661"
"1994","Pedro Astacio","Dodgers","6.52","2.84","2.30","1.09","17.3%","7.5%","9.8%",".247","1.27",".277","69.1%","109","104","","4.29","4.28","0.01","","","862"
"2002","Kevin Appier","Angels","6.31","3.06","2.06","1.10","16.6%","8.1%","8.6%",".264","1.35",".295","75.3%","88","98","107","3.92","4.28","-0.36","4.66","4.48","3"
"1999","Darren Oliver","Cardinals","5.46","3.39","1.61","0.73","14.1%","8.8%","5.3%",".260","1.38",".291","71.7%","94","91","","4.26","4.28","-0.02","","","206"
"1929","Larry Benton","Giants","2.39","2.32","1.03","0.61","6.2%","6.0%","0.2%",".288","1.42",".296","66.1%","90","96","","4.14","4.28","-0.14","","","1000855"
"1921","Red Oldham","Tigers","2.63","3.18","0.83","0.43","6.6%","8.0%","-1.4%",".279","1.48",".292","65.5%","100","104","","4.24","4.28","-0.04","","","1009762"
"1965","Bob Buhl","Cubs","4.49","2.78","1.61","1.27","11.5%","7.1%","4.4%",".277","1.43",".288","72.1%","120","120","","4.39","4.28","0.11","","","1001637"
"1936","Wes Ferrell","Red Sox","3.17","3.56","0.89","0.33","7.9%","8.9%","-1.0%",".271","1.49",".290","67.1%","80","86","","4.19","4.28","-0.09","","","1004010"
"1957","Ron Kline","Pirates","3.86","2.68","1.44","1.23","10.1%","7.0%","3.1%",".265","1.34",".268","71.4%","106","114","","4.04","4.28","-0.24","","","1007004"
"1998","Andy Pettitte","Yankees","6.07","3.62","1.68","0.83","15.7%","9.3%","6.3%",".269","1.45",".306","71.8%","93","94","","4.24","4.28","-0.04","","","840"
"1977","Moose Haas","Brewers","5.15","3.82","1.35","0.96","13.4%","10.0%","3.4%",".257","1.41",".279","70.4%","106","107","","4.33","4.28","0.04","","","1005172"
"1951","Don Johnson","- - -","3.40","4.31","0.79","0.74","8.6%","10.9%","-2.3%",".267","1.52",".278","66.9%","117","108","","4.76","4.28","0.48","","","1006448"
"2012","Luis Mendoza","Royals","5.64","3.20","1.76","0.81","14.7%","8.3%","6.4%",".275","1.42",".310","72.0%","102","105","106","4.23","4.28","-0.05","4.36","4.44","3126"
"1941","Hal Newhouser","Tigers","5.51","7.13","0.77","0.31","13.1%","16.9%","-3.8%",".247","1.75",".286","66.0%","107","98","","4.79","4.28","0.50","","","1009535"
"2011","John Lannan","Nationals","5.17","3.70","1.39","0.73","13.1%","9.4%","3.7%",".268","1.46",".296","73.1%","97","112","110","3.70","4.28","-0.58","4.24","4.46","7080"
"1923","Fred Heimach","Athletics","2.72","2.98","0.91","0.60","6.8%","7.5%","-0.7%",".281","1.47",".291","65.8%","106","104","","4.32","4.28","0.04","","","1005591"
"2016","CC Sabathia","Yankees","7.61","3.26","2.34","1.10","19.8%","8.5%","11.3%",".248","1.32",".288","75.7%","92","97","102","3.91","4.28","-0.37","4.31","4.35","404"
"1999","David Cone","Yankees","8.24","4.19","1.97","0.98","21.4%","10.9%","10.5%",".226","1.31",".271","76.8%","73","90","","3.44","4.28","-0.84","","","1680"
"2003","Al Leiter","Mets","6.92","4.68","1.48","0.75","17.4%","11.8%","5.6%",".253","1.49",".298","76.0%","96","101","113","3.99","4.28","-0.30","4.91","4.85","883"
"2010","Ervin Santana","Angels","6.83","2.95","2.32","1.09","17.7%","7.7%","10.1%",".254","1.32",".288","75.3%","98","105","103","3.92","4.28","-0.36","4.31","4.25","3200"
"2009","Edwin Jackson","Tigers","6.77","2.94","2.30","1.14","18.1%","7.9%","10.2%",".245","1.26",".276","76.7%","80","96","98","3.62","4.28","-0.67","4.32","4.30","1841"
"1896","Sadie McMahon","Orioles","1.69","2.82","0.60","0.20","","","",".282","1.42",".292","57.7%","81","99","","3.48","4.28","-0.80","","","1008632"
"1893","Frank Killen","Pirates","2.15","3.04","0.71","0.26","","","",".255","1.30",".266","58.4%","80","94","","3.64","4.28","-0.64","","","1006904"
"1893","Mark Baldwin","- - -","2.70","3.83","0.70","0.16","","","",".266","1.45",".285","52.9%","91","94","","4.15","4.29","-0.13","","","1000484"
"1982","Lary Sorensen","Indians","2.95","2.61","1.13","0.90","7.3%","6.5%","0.8%",".317","1.62",".327","63.4%","134","103","","5.61","4.29","1.32","","","1012279"
"2008","Jesse Litsch","Blue Jays","5.06","1.99","2.54","1.02","13.5%","5.3%","8.2%",".259","1.23",".278","74.1%","82","98","97","3.58","4.29","-0.71","4.21","4.32","3688"
"1887","Mark Baldwin","White Stockings","4.42","3.29","1.34","0.62","","","",".259","1.35",".282","57.4%","78","98","","3.40","4.29","-0.89","","","1000484"
"2003","Jeff Suppan","- - -","4.85","2.25","2.16","1.01","12.6%","5.8%","6.8%",".267","1.31",".285","73.0%","95","99","98","4.19","4.29","-0.10","4.31","4.51","633"
"1935","Ed Linke","Senators","2.58","4.04","0.64","0.30","6.3%","9.9%","-3.6%",".290","1.63",".306","63.8%","117","101","","5.01","4.29","0.72","","","1007637"
"1990","Scott Sanderson","Athletics","5.58","2.88","1.94","1.18","14.5%","7.5%","7.0%",".252","1.31",".270","74.2%","104","113","","3.88","4.29","-0.40","","","1011422"
"2019","Robbie Ray","Diamondbacks","12.13","4.34","2.80","1.55","31.5%","11.2%","20.2%",".228","1.34",".305","75.1%","98","98","85","4.34","4.29","0.05","3.76","4.02","11486"
"1964","Diego Segui","Athletics","6.43","3.90","1.65","1.24","16.4%","9.9%","6.4%",".257","1.44",".283","72.1%","122","111","","4.56","4.29","0.28","","","1011725"
"1995","John Burkett","Marlins","6.02","2.72","2.21","1.05","15.6%","7.0%","8.5%",".278","1.41",".311","73.3%","103","102","","4.30","4.29","0.01","","","179"
"2011","Randy Wolf","Brewers","5.68","2.80","2.03","0.97","14.8%","7.3%","7.5%",".260","1.32",".286","75.9%","95","108","116","3.69","4.29","-0.60","4.46","4.48","976"
"1990","Randy Johnson","Mariners","7.95","4.92","1.62","1.07","20.6%","12.7%","7.8%",".212","1.34",".247","74.6%","91","107","","3.65","4.29","-0.64","","","60"
"2011","Luke Hochevar","Royals","5.82","2.82","2.06","1.05","15.3%","7.4%","7.9%",".251","1.28",".275","66.0%","113","107","100","4.68","4.29","0.39","4.05","4.16","6943"
"1974","Jim Colborn","Brewers","3.33","2.41","1.38","1.08","8.9%","6.4%","2.5%",".264","1.29",".266","74.4%","113","119","","4.06","4.29","-0.23","","","1002409"
"1936","Fritz Ostermueller","Red Sox","4.48","4.18","1.07","0.40","10.9%","10.2%","0.7%",".284","1.63",".315","63.7%","94","87","","4.88","4.29","0.59","","","1009883"
"2011","Jeff Karstens","Pirates","5.32","1.83","2.91","1.22","14.4%","4.9%","9.4%",".258","1.21",".275","77.4%","91","114","104","3.38","4.29","-0.91","4.00","4.10","5879"
"1889","Ed Crane","Giants","5.09","5.32","0.96","0.39","","","",".254","1.55",".289","58.4%","92","109","","3.68","4.29","-0.61","","","1002731"
"1921","Slim Harriss","Athletics","3.64","2.89","1.26","0.63","9.3%","7.4%","1.9%",".284","1.45",".303","64.2%","97","100","","4.27","4.29","-0.02","","","1005431"
"1994","Aaron Sele","Red Sox","6.59","3.77","1.75","0.82","17.1%","9.8%","7.3%",".256","1.40",".297","73.9%","76","91","","3.83","4.29","-0.46","","","34"
"1938","Tex Carleton","Cubs","4.29","3.97","1.08","0.59","10.2%","9.4%","0.8%",".303","1.71",".330","63.3%","142","107","","5.42","4.29","1.13","","","1001953"
"1986","Andy Hawkins","Padres","5.03","3.22","1.56","1.03","12.9%","8.3%","4.6%",".264","1.40",".284","70.7%","118","113","","4.30","4.29","0.01","","","1005514"
"1890","Cannonball Titcomb","Broncos","3.90","5.18","0.75","0.32","","","",".261","1.57",".287","57.3%","102","128","","3.74","4.29","-0.56","","","1013084"
"1987","Shane Rawley","Phillies","4.82","3.37","1.43","0.90","12.2%","8.6%","3.7%",".274","1.46",".296","72.2%","104","104","","4.39","4.29","0.10","","","1010719"
"1889","John Sowders","Cowboys","5.06","5.11","0.99","0.44","","","",".281","1.67",".318","43.2%","119","108","","4.82","4.29","0.53","","","1012296"
"1940","Jack Knott","White Sox","2.51","2.96","0.85","0.68","6.4%","7.6%","-1.2%",".263","1.38",".267","65.0%","105","101","","4.56","4.29","0.27","","","1007053"
"1959","Paul Foytack","Tigers","4.12","2.40","1.72","1.27","11.0%","6.4%","4.6%",".256","1.26",".259","65.3%","117","106","","4.64","4.29","0.35","","","1004287"
"1979","Don Aase","Angels","4.66","3.74","1.25","0.92","11.8%","9.4%","2.3%",".271","1.49",".290","69.2%","117","104","","4.81","4.29","0.52","","","1000003"
"1999","Mike Sirotka","White Sox","5.38","2.45","2.19","1.03","13.8%","6.3%","7.5%",".278","1.40",".303","71.7%","82","89","","4.00","4.29","-0.29","","","1012015"
"1921","Bill Bayne","Browns","4.50","4.39","1.03","0.44","11.3%","11.0%","0.3%",".260","1.51",".288","61.9%","107","99","","4.72","4.29","0.43","","","1000701"
